id_transaksi,tanggal,kota,kategori,produk,jumlah,harga_satuan,diskon_persen,metode_bayar,rating_pelanggan,total_bayar
TRX2025132,2024-05-17,Depok,Makanan,Sambal Roa,12,33500,0,QRIS,3.3,402000
TRX2024565,2024-08-17,Depok,Minuman,Sirup Markisa,3,30000,0,QRIS,3.6,90000
TRX2025002,2024-02-06,Tangerang Selatan,Makanan,Rendang Kemasan,2,24500,20,Transfer,4.9,39200
TRX2025129,2024-01-19,Depok,Makanan,Kue Kering,3,32000,0,QRIS,3.4,96000
TRX2024252,2024-12-09,Jakarta Selatan,Fashion,Kaos Lokal,9,115500,10,QRIS,3.4,935550
TRX2024619,2024-06-29,Bogor,Makanan,Sambal Roa,10,21000,20,E-Wallet,4.8,168000
TRX2024685,2024-09-21,Bogor,Minuman,Kopi Bubuk,1,34500,5,Transfer,3.1,32775
TRX2024134,2024-07-14,Depok,Fashion,Kemeja Tenun,13,101500,5,QRIS,4.0,1253525
TRX2024597,2024-09-06,Bekasi,Fashion,Hijab Motif,3,83500,0,QRIS,5.0,250500
TRX2025004,2024-12-11,Jakarta Selatan,Makanan,Rendang Kemasan,12,22500,10,QRIS,4.3,243000
TRX2024127,2024-06-15,Depok,Makanan,Rendang Kemasan,8,29000,0,Transfer,4.6,232000
TRX2025097,2024-05-15,Jakarta Selatan,Makanan,Rendang Kemasan,10,28500,15,QRIS,3.9,242250
TRX2024769,2024-05-23,Jakarta Selatan,Makanan,Sambal Roa,3,31000,15,QRIS,3.6,79050
TRX2024237,2024-02-06,Bekasi,Makanan,Kue Kering,13,26000,10,QRIS,4.4,304200
TRX2025091,2024-08-21,Tangerang Selatan,Kerajinan,Batik Tulis,6,156500,5,QRIS,4.4,892050
TRX2024806,2024-12-13,Tangerang Selatan,Makanan,Keripik Singkong,3,33500,0,Tunai,3.5,100500
TRX2024809,2024-08-23,Bekasi,Minuman,Sirup Markisa,1,29500,0,E-Wallet,4.3,29500
TRX2024790,2024-03-24,Bekasi,Makanan,Rendang Kemasan,5,23500,10,QRIS,3.8,105750
TRX2024055,2024-02-14,Bogor,Makanan,Rendang Kemasan,12,32500,0,Tunai,4.3,390000
TRX2024918,2024-04-06,Bekasi,Makanan,Kue Kering,7,25000,10,Transfer,3.4,157500
TRX2024105,2024-05-30,Bekasi,Minuman,Kopi Bubuk,7,37000,5,E-Wallet,4.1,246050
TRX2024163,2024-04-29,Bogor,Makanan,Sambal Roa,13,21500,0,QRIS,4.5,279500
TRX2024978,2024-02-22,Jakarta Selatan,Minuman,Kopi Bubuk,7,37500,0,QRIS,4.0,262500
TRX2024596,2024-08-10,Depok,Makanan,Rendang Kemasan,11,31000,15,Transfer,4.5,289850
TRX2024904,2024-05-07,Tangerang Selatan,Minuman,Sirup Markisa,4,41500,0,Transfer,5.0,166000
TRX2024831,2024-12-09,Depok,Minuman,Kopi Bubuk,3,38500,0,Transfer,,115500
TRX2024961,2024-11-04,Bekasi,Kerajinan,Batik Tulis,13,138000,0,E-Wallet,4.4,1794000
TRX2024959,2024-02-19,Depok,Kerajinan,Batik Tulis,5,153000,0,QRIS,4.6,765000
TRX2024518,2024-06-09,Bekasi,Makanan,Keripik Singkong,12,23500,0,Transfer,4.1,282000
TRX2024631,2024-05-06,Depok,Kerajinan,Batik Tulis,4,124000,0,QRIS,4.2,496000
TRX2024925,2024-07-14,Bekasi,Fashion,Kaos Lokal,5,120000,20,QRIS,4.6,480000
TRX2025142,2024-09-20,Bekasi,Minuman,Teh Herbal,4,41500,0,E-Wallet,3.5,166000
TRX2024543,2024-10-19,Bekasi,Minuman,Kopi Bubuk,4,47000,15,Tunai,3.9,159800
TRX2024721,2024-03-29,Depok,Minuman,Kopi Bubuk,6,35500,5,QRIS,3.7,202350
TRX2024570,2024-04-14,Depok,Makanan,Rendang Kemasan,3,32000,0,E-Wallet,4.0,96000
TRX2024656,2024-10-23,Depok,Makanan,Keripik Singkong,10,29000,0,QRIS,5.0,290000
TRX2024874,2024-10-13,Bogor,Minuman,Sirup Markisa,3,32000,0,Tunai,4.3,96000
TRX2024406,2024-03-14,Jakarta Selatan,Fashion,Kemeja Tenun,10,108500,15,Transfer,4.0,922250
TRX2025045,2024-09-23,Jakarta Selatan,Fashion,Kaos Lokal,1,99500,5,Transfer,4.1,94525
TRX2024923,2024-04-09,Depok,Makanan,Keripik Singkong,10,20000,20,Tunai,,160000
TRX2024446,2024-01-27,Jakarta Selatan,Kerajinan,Batik Tulis,12,101000,15,QRIS,4.5,1030200
TRX2024479,2024-05-16,Tangerang Selatan,Kerajinan,Tas Anyaman,10,108500,5,QRIS,4.6,1030750
TRX2024744,2024-12-22,Tangerang Selatan,Makanan,Rendang Kemasan,3,24500,15,Transfer,4.1,62475
TRX2025060,2024-07-15,Jakarta Selatan,Makanan,Sambal Roa,7,29500,0,,4.6,206500
TRX2024261,2024-07-16,Depok,Makanan,Sambal Roa,7,35000,15,Transfer,4.1,208250
TRX2024294,2024-02-17,Bekasi,Minuman,Sirup Markisa,13,40500,0,Transfer,3.9,526500
TRX2024573,2024-03-06,Bogor,Minuman,Teh Herbal,13,42000,0,Transfer,3.7,546000
TRX2024850,2024-03-06,Depok,Makanan,Sambal Roa,8,39500,20,Tunai,3.3,252800
TRX2024781,2024-08-18,Jakarta Selatan,Fashion,Hijab Motif,3,107000,15,Tunai,5.0,272850
TRX2024758,2024-10-08,Jakarta Selatan,Makanan,Kue Kering,9,38000,5,Tunai,3.3,324900
TRX2024159,2024-07-04,Jakarta Selatan,Kerajinan,Batik Tulis,3,136500,5,Tunai,4.3,389025
TRX2024987,2024-11-18,DEPOK,Minuman,Kopi Bubuk,10,53000,5,QRIS,5.0,503500
TRX2024333,2024-01-01,Bekasi,Kerajinan,Gerabah Hias,5,165000,0,E-Wallet,3.9,825000
TRX2024279,2024-09-16,Bekasi,Minuman,Teh Herbal,3,48500,0,E-Wallet,4.9,145500
TRX2025179,2024-08-20,Jakarta Selatan,Makanan,Keripik Singkong,8,22000,0,E-Wallet,4.9,176000
TRX2024533,2024-07-31,Depok,Makanan,Kue Kering,13,26000,0,Transfer,3.3,338000
TRX2025022,2024-03-24,Jakarta Selatan,Minuman,Teh Herbal,10,37500,0,QRIS,3.3,375000
TRX2024014,2024-10-06,Bekasi,Fashion,Kemeja Tenun,10,96000,20,,3.6,768000
TRX2025162,2024-10-15,Tangerang Selatan,Makanan,Kue Kering,6,33000,10,QRIS,4.1,178200
TRX2024392,2024-06-08,Tangerang Selatan,Kerajinan,Batik Tulis,10,146000,10,QRIS,3.5,1314000
TRX2024422,2024-04-03,Bogor,Makanan,Keripik Singkong,9,23500,5,QRIS,4.9,200925
TRX2025031,2024-01-03,Bekasi,Minuman,Sirup Markisa,14,52500,0,Tunai,4.0,735000
TRX2024954,2024-06-08,Bogor,Makanan,Rendang Kemasan,7,29500,0,Tunai,4.6,206500
TRX2024891,2024-06-13,JAKARTA SELATAN,Fashion,Kemeja Tenun,2,80000,10,E-Wallet,3.4,144000
TRX2024747,2024-08-27,Depok,Makanan,Sambal Roa,12,29500,0,E-Wallet,4.2,354000
TRX2024236,2024-05-23,Bekasi,Minuman,Teh Herbal,11,33500,20,E-Wallet,5.0,294800
TRX2024466,2024-02-22,Depok,Kerajinan,Tas Anyaman,7,147000,0,Tunai,4.5,1029000
TRX2024291,2024-10-17,Tangerang Selatan,Minuman,Sirup Markisa,8,32000,0,QRIS,3.5,256000
TRX2024233,2024-02-17,Depok,Kerajinan,Gerabah Hias,2,140500,0,Transfer,4.5,281000
TRX2024857,2024-08-23,Bekasi,Fashion,Kemeja Tenun,13,86000,20,E-Wallet,4.4,894400
TRX2024409,2024-07-15,Depok,Makanan,Keripik Singkong,6,30500,0,QRIS,4.7,183000
TRX2024847,2024-10-31,Jakarta Selatan,Makanan,Keripik Singkong,7,29000,0,Tunai,4.5,203000
TRX2024319,2024-04-22,Jakarta Selatan,Makanan,Keripik Singkong,3,25000,10,QRIS,3.9,67500
TRX2024914,2024-04-13,Jakarta Selatan,Kerajinan,Tas Anyaman,2,98000,0,Transfer,4.2,196000
TRX2024819,2024-10-01,Depok,Makanan,Rendang Kemasan,9,22500,5,QRIS,4.9,192375
TRX2024646,2024-02-22,Depok,Makanan,Rendang Kemasan,14,29500,0,E-Wallet,4.2,413000
TRX2024654,2024-06-15,TANGERANG SELATAN,Makanan,Kue Kering,5,27500,10,E-Wallet,4.3,123750
TRX2024801,2024-09-22,Jakarta Selatan,Makanan,Sambal Roa,5,28000,0,QRIS,3.5,140000
TRX2024059,2024-01-06,Bogor,Makanan,Kue Kering,11,23500,20,,4.1,206800
TRX2024915,2024-08-05,Bogor,Minuman,Teh Herbal,7,31000,20,Transfer,4.1,173600
TRX2024916,2024-09-30,Tangerang Selatan,Makanan,Kue Kering,12,31500,5,E-Wallet,4.6,359100
TRX2024461,2024-10-14,Depok,Fashion,Hijab Motif,8,145500,0,Transfer,4.6,1164000
TRX2025051,2024-10-11,Depok,Makanan,Keripik Singkong,12,30500,0,QRIS,4.3,366000
TRX2024534,2024-06-25,Depok,Kerajinan,Batik Tulis,7,129000,0,E-Wallet,4.5,903000
TRX2024973,2024-11-22,BOGOR,Makanan,Keripik Singkong,9,39500,20,E-Wallet,3.2,284400
TRX2024638,2024-10-07,Bogor,Makanan,Rendang Kemasan,11,22000,0,Transfer,4.6,242000
TRX2025058,2024-12-30,Jakarta Selatan,Makanan,Kue Kering,1,28500,0,QRIS,3.6,28500
TRX2024401,2024-11-17,Tangerang Selatan,Makanan,Sambal Roa,10,21000,20,Tunai,4.7,168000
TRX2024993,2024-01-02,Tangerang Selatan,Kerajinan,Gerabah Hias,3,171000,10,E-Wallet,4.0,461700
TRX2024371,2024-04-24,Depok,Fashion,Hijab Motif,12,113000,15,Transfer,4.7,1152600
TRX2024399,2024-11-26,Depok,Makanan,Sambal Roa,11,23500,0,E-Wallet,3.6,258500
TRX2024615,2024-04-27,Bekasi,Makanan,Kue Kering,3,31000,0,E-Wallet,4.7,93000
TRX2024896,2024-10-06,Tangerang Selatan,Kerajinan,Tas Anyaman,12,157500,0,QRIS,3.8,1890000
TRX2025064,2024-05-10,Tangerang Selatan,Minuman,Kopi Bubuk,7,35500,0,Transfer,4.2,248500
TRX2024037,2024-08-07,Depok,Makanan,Kue Kering,3,38000,0,QRIS,3.4,114000
TRX2024589,2024-07-06,Depok,Minuman,Sirup Markisa,1,38500,5,QRIS,3.9,36575
TRX2024677,2024-11-11,Tangerang Selatan,Makanan,Kue Kering,14,30000,5,Transfer,3.7,399000
TRX2024106,2024-11-11,Depok,Makanan,Sambal Roa,4,29500,10,QRIS,4.7,106200
TRX2024322,2024-01-30,Bekasi,Makanan,Sambal Roa,11,30000,15,Tunai,3.7,280500
TRX2024351,2024-11-02,Bekasi,Minuman,Kopi Bubuk,5,40000,20,Transfer,5.0,160000
TRX2024356,2024-01-21,Bogor,Makanan,Sambal Roa,14,38500,5,Transfer,,512050
TRX2024251,2024-07-12,Bogor,Fashion,Kaos Lokal,2,86000,15,Tunai,4.2,146200
TRX2024706,2024-03-18,Depok,Makanan,Keripik Singkong,7,24500,0,Transfer,4.7,171500
TRX2024390,2024-03-05,Depok,Kerajinan,Gerabah Hias,6,171000,0,Transfer,4.1,1026000
TRX2024443,2024-10-06,Depok,Minuman,Teh Herbal,9,32000,10,QRIS,4.5,259200
TRX2024722,2024-05-25,Depok,Minuman,Teh Herbal,14,34000,5,QRIS,4.6,452200
TRX2024215,2024-02-06,Depok,Fashion,Hijab Motif,4,84000,20,QRIS,4.5,268800
TRX2024338,2024-12-19,Depok,Minuman,Teh Herbal,2,47000,15,QRIS,4.2,79900
TRX2024056,2024-12-20,Jakarta Selatan,Minuman,Sirup Markisa,12,36000,5,QRIS,4.5,410400
TRX2024181,2024-01-12,Jakarta Selatan,Makanan,Kue Kering,2,37000,10,Transfer,,66600
TRX2024053,2024-07-22,Jakarta Selatan,Makanan,Kue Kering,3,38500,5,Tunai,3.8,109725
TRX2024660,2024-01-06,Depok,Makanan,Sambal Roa,3,20000,5,QRIS,3.5,57000
TRX2025127,2024-09-03,Bekasi,Fashion,Kaos Lokal,6,125500,0,Transfer,5.0,753000
TRX2024346,2024-01-22,Bogor,Makanan,Kue Kering,10,39000,10,Transfer,4.2,351000
TRX2024231,2024-07-25,Jakarta Selatan,Makanan,Keripik Singkong,3,23500,0,E-Wallet,4.1,70500
TRX2024151,2024-07-16,Bekasi,Makanan,Rendang Kemasan,10,20000,0,Tunai,3.9,200000
TRX2025009,2024-06-30,Bogor,Minuman,Sirup Markisa,9,51000,15,QRIS,3.4,390150
TRX2025029,2024-08-24,Bogor,Makanan,Keripik Singkong,4,23500,0,Tunai,5.0,94000
TRX2024230,2024-09-23,Depok,Makanan,Keripik Singkong,3,30000,15,Transfer,3.2,76500
TRX2024524,2024-08-05,Tangerang Selatan,Minuman,Kopi Bubuk,3,30500,0,Tunai,4.2,91500
TRX2024796,2024-09-05,Jakarta Selatan,Makanan,Kue Kering,8,32500,20,Transfer,5.0,208000
TRX2025105,2024-02-15,Tangerang Selatan,Minuman,Kopi Bubuk,1,48000,0,Tunai,4.6,48000
TRX2025015,2024-06-18,Depok,Makanan,Kue Kering,6,26000,10,QRIS,5.0,140400
TRX2024257,2024-05-01,Bekasi,Minuman,Teh Herbal,2,34000,5,QRIS,4.0,64600
TRX2024388,2024-03-13,Jakarta Selatan,Fashion,Hijab Motif,1,98500,5,QRIS,4.5,93575
TRX2024525,2024-10-15,Bekasi,Makanan,Keripik Singkong,9,21500,5,Transfer,3.7,183825
TRX2024185,2024-02-08,Depok,Kerajinan,Gerabah Hias,13,153000,10,E-Wallet,4.0,1790100
TRX2024043,2024-09-08,Depok,Fashion,Hijab Motif,7,105000,10,QRIS,3.1,661500
TRX2024473,2024-02-03,Jakarta Selatan,Minuman,Kopi Bubuk,12,39000,15,QRIS,4.8,397800
TRX2024856,2024-12-28,Bekasi,Minuman,Teh Herbal,2,29500,0,Tunai,4.9,59000
TRX2024142,2024-02-26,Jakarta Selatan,Makanan,Kue Kering,9,27500,20,Tunai,4.9,198000
TRX2024807,2024-08-18,Jakarta Selatan,Minuman,Teh Herbal,13,38000,5,E-Wallet,4.6,469300
TRX2025074,2024-09-04,Tangerang Selatan,Minuman,Kopi Bubuk,1,31000,0,Tunai,4.5,31000
TRX2025075,2024-01-09,Jakarta Selatan,Makanan,Sambal Roa,10,38000,0,E-Wallet,4.1,380000
TRX2024880,2024-09-07,Bekasi,Minuman,Teh Herbal,12,46000,0,Tunai,4.2,552000
TRX2024683,2024-04-25,Bekasi,Minuman,Kopi Bubuk,3,29000,5,Tunai,4.1,82650
TRX2025196,2024-12-23,Depok,Minuman,Teh Herbal,12,54000,15,Tunai,4.2,550800
TRX2024329,2024-02-07,Jakarta Selatan,Makanan,Keripik Singkong,5,23000,15,E-Wallet,4.4,97750
TRX2024512,2024-01-02,Depok,Minuman,Sirup Markisa,5,31500,5,E-Wallet,,149625
TRX2024853,2024-02-03,Bogor,Fashion,Kemeja Tenun,13,119000,0,E-Wallet,4.9,1547000
TRX2024579,2024-02-05,Jakarta Selatan,Minuman,Teh Herbal,6,32500,0,Tunai,3.4,195000
TRX2024783,2024-06-19,Bekasi,Makanan,Sambal Roa,8,22000,10,Transfer,4.0,158400
TRX2025088,2024-12-23,Bogor,Makanan,Rendang Kemasan,1,27500,0,E-Wallet,3.2,27500
TRX2024724,2024-10-26,BEKASI,Minuman,Sirup Markisa,14,36000,0,QRIS,4.8,504000
TRX2025056,2024-02-16,Jakarta Selatan,Makanan,Keripik Singkong,2,23500,0,Tunai,4.5,47000
TRX2025099,2024-12-13,Depok,Makanan,Sambal Roa,6,37000,0,,3.6,222000
TRX2024888,2024-06-05,Bekasi,Minuman,Sirup Markisa,9,32500,0,QRIS,4.8,292500
TRX2024784,2024-06-15,Bogor,Minuman,Sirup Markisa,12,44500,0,Transfer,5.0,534000
TRX2024931,2024-01-26,Depok,Fashion,Hijab Motif,8,95500,15,Transfer,3.5,649400
TRX2025085,2024-07-15,Depok,Minuman,Teh Herbal,1,54500,20,E-Wallet,,43600
TRX2024643,2024-12-05,Bekasi,Makanan,Sambal Roa,6,35000,15,Transfer,3.3,178500
TRX2025062,2024-07-28,Depok,Minuman,Sirup Markisa,1,53000,20,QRIS,4.5,42400
TRX2024283,2024-04-23,Jakarta Selatan,Makanan,Sambal Roa,10,26500,0,Tunai,4.3,265000
TRX2024645,2024-06-02,Depok,Minuman,Kopi Bubuk,2,46500,20,Transfer,4.7,74400
TRX2024417,2024-10-15,Jakarta Selatan,Minuman,Sirup Markisa,13,46500,5,QRIS,3.1,574275
TRX2025122,2024-10-16,Depok,Kerajinan,Tas Anyaman,1,130500,0,Tunai,4.6,130500
TRX2024642,2024-08-24,Depok,Makanan,Sambal Roa,2,26000,5,Tunai,3.7,49400
TRX2024980,2024-10-18,Bogor,Fashion,Hijab Motif,6,96000,10,Tunai,4.9,518400
TRX2024114,2024-04-06,Depok,Makanan,Kue Kering,8,39500,0,E-Wallet,4.7,316000
TRX2024804,2024-09-25,Jakarta Selatan,Makanan,Kue Kering,13,28500,10,QRIS,4.6,333450
TRX2024289,2024-02-05,Tangerang Selatan,Makanan,Kue Kering,6,22000,15,QRIS,4.8,112200
TRX2024780,2024-05-24,Jakarta Selatan,Fashion,Hijab Motif,1,76000,0,E-Wallet,3.9,76000
TRX2025092,2024-04-08,TANGERANG SELATAN,Minuman,Teh Herbal,7,42500,0,E-Wallet,3.4,297500
TRX2024271,2024-08-17,Depok,Minuman,Teh Herbal,2,50000,20,QRIS,4.6,80000
TRX2024708,2024-10-08,Tangerang Selatan,Minuman,Kopi Bubuk,7,33500,15,E-Wallet,3.2,199325
TRX2024313,2024-02-14,Bogor,Fashion,Kaos Lokal,3,100500,10,Transfer,3.9,271350
TRX2024688,2024-10-26,Depok,Kerajinan,Gerabah Hias,2,97000,0,E-Wallet,4.0,194000
TRX2024284,2024-04-26,Jakarta Selatan,Makanan,Keripik Singkong,12,30000,15,E-Wallet,4.0,306000
TRX2024129,2024-05-09,Depok,Fashion,Kaos Lokal,14,150500,20,QRIS,4.9,1685600
TRX2024395,2024-10-15,Bogor,Makanan,Sambal Roa,2,22000,0,Transfer,3.2,44000
TRX2024326,2024-01-27,Depok,Makanan,Sambal Roa,5,20500,15,QRIS,4.9,87125
TRX2024926,2024-10-05,Depok,Makanan,Sambal Roa,9,31500,15,QRIS,4.2,240975
TRX2024893,2024-08-28,Bekasi,Makanan,Rendang Kemasan,11,24000,10,QRIS,4.1,237600
TRX2025106,2024-04-22,Jakarta Selatan,Makanan,Kue Kering,2,39000,10,QRIS,5.0,70200
TRX2024040,2024-04-13,Jakarta Selatan,Makanan,Sambal Roa,8,28000,0,Transfer,3.5,224000
TRX2024306,2024-05-07,Depok,Kerajinan,Gerabah Hias,9,178000,0,Transfer,4.5,1602000
TRX2024373,2024-05-06,Depok,Minuman,Kopi Bubuk,6,43500,0,QRIS,4.6,261000
TRX2024825,2024-07-28,JAKARTA SELATAN,Minuman,Teh Herbal,13,46000,0,Tunai,4.1,598000
TRX2024495,2024-05-04,Bekasi,Fashion,Kaos Lokal,8,109500,10,Transfer,4.6,788400
TRX2024272,2024-10-22,Bekasi,Minuman,Sirup Markisa,3,33500,10,Transfer,3.6,90450
TRX2024008,2024-08-27,Bogor,Makanan,Keripik Singkong,2,33000,5,Tunai,4.3,62700
TRX2024892,2024-10-25,Depok,Kerajinan,Batik Tulis,1,98500,5,Transfer,4.0,93575
TRX2024742,2024-03-29,Depok,Fashion,Kaos Lokal,6,110000,0,QRIS,4.8,660000
TRX2024652,2024-01-27,Tangerang Selatan,Fashion,Hijab Motif,10,134000,5,Tunai,4.2,1273000
TRX2024944,2024-06-28,Bogor,Minuman,Kopi Bubuk,12,35000,0,Tunai,4.3,420000
TRX2024397,2024-01-30,Bogor,Kerajinan,Tas Anyaman,14,177000,10,Transfer,3.6,2230200
TRX2024414,2024-02-13,Depok,Makanan,Sambal Roa,8,33000,5,QRIS,5.0,250800
TRX2025164,2024-11-03,Bekasi,Minuman,Sirup Markisa,8,38500,0,Transfer,4.0,308000
TRX2024755,2024-08-02,Depok,Makanan,Rendang Kemasan,9,39500,0,QRIS,4.6,355500
TRX2025007,2024-04-14,Bekasi,Makanan,Rendang Kemasan,14,22000,20,E-Wallet,4.7,246400
TRX2024504,2024-02-20,Jakarta Selatan,Minuman,Teh Herbal,13,34000,0,Transfer,5.0,442000
TRX2024532,2024-01-10,Jakarta Selatan,Minuman,Teh Herbal,3,33000,15,QRIS,3.7,84150
TRX2024972,2024-02-14,Tangerang Selatan,Kerajinan,Gerabah Hias,7,155000,0,Transfer,3.9,1085000
TRX2024740,2024-11-01,Jakarta Selatan,Minuman,Sirup Markisa,4,32500,0,QRIS,,130000
TRX2024863,2024-12-15,Jakarta Selatan,Makanan,Kue Kering,6,26500,20,QRIS,3.6,127200
TRX2024960,2024-10-09,Bogor,Makanan,Rendang Kemasan,9,30500,5,QRIS,4.4,260775
TRX2024491,2024-01-11,Tangerang Selatan,Kerajinan,Gerabah Hias,8,96000,0,Tunai,3.6,768000
TRX2024079,2024-11-08,Bogor,Makanan,Rendang Kemasan,4,36500,10,Tunai,4.1,131400
TRX2024141,2024-04-12,Depok,Minuman,Sirup Markisa,1,55500,0,Transfer,4.2,55500
TRX2024342,2024-11-15,Tangerang Selatan,Makanan,Sambal Roa,8,25500,0,Tunai,3.6,204000
TRX2025190,2024-06-05,Bogor,Makanan,Sambal Roa,13,29500,0,E-Wallet,4.8,383500
TRX2024049,2024-01-19,Bogor,Fashion,Kaos Lokal,4,120500,0,QRIS,4.9,482000
TRX2024250,2024-04-16,Depok,Fashion,Hijab Motif,5,88500,0,QRIS,3.8,442500
TRX2024999,2024-07-04,Jakarta Selatan,Makanan,Keripik Singkong,8,39500,20,Transfer,5.0,252800
TRX2024020,2024-10-22,Jakarta Selatan,Fashion,Kaos Lokal,9,111500,0,Transfer,3.8,1003500
TRX2024569,2024-05-31,Bogor,Kerajinan,Tas Anyaman,5,177500,0,QRIS,2.9,887500
TRX2025052,2024-11-20,Tangerang Selatan,Makanan,Keripik Singkong,4,34500,15,Transfer,3.7,117300
TRX2024135,2024-04-30,Jakarta Selatan,Fashion,Kaos Lokal,13,135000,5,Transfer,4.4,1667250
TRX2024536,2024-08-27,Tangerang Selatan,Makanan,Keripik Singkong,10,32500,20,Tunai,3.5,260000
TRX2024567,2024-06-21,Tangerang Selatan,Makanan,Keripik Singkong,7,39500,20,Transfer,4.6,221200
TRX2024653,2024-01-13,Depok,Makanan,Kue Kering,7,34500,0,E-Wallet,3.7,241500
TRX2024696,2024-09-05,Jakarta Selatan,Makanan,Rendang Kemasan,7,25000,10,QRIS,4.2,157500
TRX2025032,2024-09-01,Depok,Minuman,Kopi Bubuk,12,45000,5,Transfer,4.4,513000
TRX2024481,2024-08-31,Depok,Makanan,Keripik Singkong,13,38000,5,Tunai,3.9,469300
TRX2024033,2024-08-20,Depok,Fashion,Hijab Motif,12,111500,15,QRIS,3.8,1137300
TRX2024989,2024-09-16,Depok,Kerajinan,Gerabah Hias,13,153000,20,Tunai,3.5,1591200
TRX2024382,2024-03-01,Jakarta Selatan,Kerajinan,Tas Anyaman,4,145000,20,E-Wallet,4.9,464000
TRX2024025,2024-11-05,Tangerang Selatan,Fashion,Kaos Lokal,13,132500,20,Transfer,,1378000
TRX2024047,2024-12-14,Depok,Kerajinan,Batik Tulis,13,108500,10,Tunai,4.6,1269450
TRX2025027,2024-03-09,Depok,Kerajinan,Gerabah Hias,11,122000,0,QRIS,3.9,1342000
TRX2024174,2024-05-04,Bogor,Minuman,Sirup Markisa,14,29500,0,QRIS,3.6,413000
TRX2024029,2024-04-18,Bogor,Makanan,Keripik Singkong,10,22000,5,Transfer,3.7,209000
TRX2024571,2024-10-24,Depok,Minuman,Kopi Bubuk,8,35000,5,Tunai,3.3,266000
TRX2024153,2024-04-25,Tangerang Selatan,Makanan,Rendang Kemasan,13,38000,15,Tunai,4.1,419900
TRX2024745,2024-05-24,Jakarta Selatan,Kerajinan,Batik Tulis,9,113500,0,Transfer,4.1,1021500
TRX2024785,2024-06-25,Depok,Makanan,Keripik Singkong,14,23500,0,Transfer,,329000
TRX2025011,2024-12-25,Jakarta Selatan,Makanan,Rendang Kemasan,1,32500,5,QRIS,,30875
TRX2024161,2024-05-14,Jakarta Selatan,Minuman,Kopi Bubuk,6,29000,10,Tunai,3.4,156600
TRX2024244,2024-12-12,Depok,Minuman,Kopi Bubuk,10,51000,0,Tunai,3.9,510000
TRX2024510,2024-12-29,Jakarta Selatan,Kerajinan,Batik Tulis,13,172500,0,Tunai,4.5,2242500
TRX2024158,2024-04-01,Tangerang Selatan,Makanan,Kue Kering,2,35500,0,Tunai,3.4,71000
TRX2024530,2024-07-25,Bekasi,Kerajinan,Gerabah Hias,14,119500,10,E-Wallet,4.0,1505700
TRX2024501,2024-08-06,Jakarta Selatan,Minuman,Teh Herbal,13,31000,0,Transfer,4.9,403000
TRX2024432,2024-11-24,Tangerang Selatan,Makanan,Rendang Kemasan,3,32500,0,Tunai,4.4,97500
TRX2024958,2024-06-18,Tangerang Selatan,Minuman,Sirup Markisa,12,50000,0,QRIS,3.5,600000
TRX2025094,2024-01-17,Jakarta Selatan,Kerajinan,Batik Tulis,6,131000,0,Transfer,3.8,786000
TRX2024332,2024-07-22,Depok,Kerajinan,Tas Anyaman,13,131000,5,QRIS,4.9,1617850
TRX2025128,2024-03-21,Bogor,Makanan,Rendang Kemasan,3,28500,0,QRIS,4.5,85500
TRX2024366,2024-12-06,Tangerang Selatan,Minuman,Kopi Bubuk,10,52000,0,QRIS,3.1,520000
TRX2025123,2024-09-12,Jakarta Selatan,Minuman,Teh Herbal,13,30500,0,Tunai,5.0,396500
TRX2024054,2024-02-21,Tangerang Selatan,Fashion,Kemeja Tenun,11,112000,0,Tunai,4.7,1232000
TRX2024584,2024-06-28,Jakarta Selatan,Kerajinan,Tas Anyaman,11,183500,5,E-Wallet,4.0,1917575
TRX2024680,2024-12-03,Bogor,Kerajinan,Batik Tulis,5,191500,20,E-Wallet,5.0,766000
TRX2024894,2024-12-30,Bogor,Makanan,Kue Kering,6,21500,15,Transfer,3.6,109650
TRX2025069,2024-06-23,Jakarta Selatan,Minuman,Kopi Bubuk,1,47500,15,E-Wallet,4.0,40375
TRX2024768,2024-05-16,Depok,Minuman,Kopi Bubuk,5,37000,10,Tunai,3.1,166500
TRX2024024,2024-12-28,Depok,Makanan,Sambal Roa,8,25000,20,QRIS,3.5,160000
TRX2024298,2024-09-05,Depok,Minuman,Teh Herbal,2,34500,15,E-Wallet,3.9,58650
TRX2024556,2024-10-24,Jakarta Selatan,Kerajinan,Tas Anyaman,8,141500,20,Transfer,4.0,905600
TRX2024575,2024-08-29,Depok,Fashion,Hijab Motif,7,95500,0,Transfer,3.0,668500
TRX2024018,2024-04-19,Bogor,Makanan,Keripik Singkong,9,23000,20,QRIS,4.6,165600
TRX2024990,2024-02-21,Tangerang Selatan,Minuman,Kopi Bubuk,5,43000,0,Transfer,3.8,215000
TRX2024254,2024-11-18,Jakarta Selatan,Kerajinan,Batik Tulis,12,103000,15,QRIS,3.7,1050600
TRX2024225,2024-12-30,Depok,Minuman,Teh Herbal,14,37500,5,QRIS,3.3,498750
TRX2024599,2024-07-23,Depok,Makanan,Keripik Singkong,7,22000,5,Tunai,,146300
TRX2024867,2024-02-18,Tangerang Selatan,Makanan,Keripik Singkong,2,32000,10,Transfer,3.8,57600
TRX2024419,2024-08-25,Depok,Makanan,Sambal Roa,12,39000,20,Tunai,4.3,374400
